gaussian_intensity,gaussian_centre,exponential_intensity,exponential_rate,log_likelihood,log_prior,log_posterior,weight
0.85456568902607,50.08723894384354,0.8007843433128633,0.4969075369225343,-47813.79156655673,2.41896072150632,-47811.37260583522,1.0
0.8512088072327988,50.49548689067048,1.3524190113071173,0.51785672586135,-46210.92798135159,1.9142156855627832,-46209.01376566603,1.0
1.3551186249757003,48.696417008170236,1.0102039240061254,0.48993818331262673,-46614.69763259154,1.7278419204134288,-46612.96979067112,1.0
1.1128120389504388,49.810203197005585,1.1921098244252522,0.49246562396350146,-46308.001753413024,1.737473241839314,-46306.264280171185,1.0
1.3029718317702743,49.51461961263679,1.0001812581759983,0.49838516772845676,-46692.481316940015,1.767295074326233,-46690.714021865686,1.0
1.331711646464441,50.17441943401639,1.356601448339876,0.5008864544179378,-45549.272228291506,1.4880494827527793,-45547.78417880875,1.0
0.8879474532334821,49.14794920461588,0.9162425411458376,0.49319488051659066,-47430.46210740125,2.2176068367547854,-47428.24450056449,1.0
1.322810148964837,49.896173111667615,1.5362454218484483,0.48828414873555676,-45006.05545270679,1.406904040141883,-45004.64854866664,1.0
1.1891026948692043,50.72624934068728,1.106507495821328,0.5027937554569948,-46516.57020198043,1.7447147004825292,-46514.825487279944,1.0
1.2390280213420815,49.190708079294694,0.8625448446458706,0.500899856910268,-47167.47475238807,1.966444259254943,-47165.50830812882,1.0
0.8239546217236063,49.51886769362991,0.8661203160277343,0.4926803384310212,-47699.725564809334,2.3682330726823606,-47697.35733173665,1.0
1.0543917580557747,49.63607018533915,1.0329400617663735,0.5041397550471525,-46891.39453204177,1.916524474415036,-46889.478007567355,1.0
0.8265958651457884,49.298865373705986,1.0965404791004711,0.5019176649544954,-46976.34289474971,2.1217400710632615,-46974.22115467864,1.0
1.140640808273292,50.67078315888275,0.9825601037987142,0.4825499945519829,-46959.10235326229,1.8944496229832795,-46957.20790363931,1.0
0.772281016255173,49.72829699307458,0.9390202687106901,0.5063921418346053,-47517.26714888842,2.3598051818288814,-47514.907343706596,1.0
0.9258282371186708,50.03762503328129,0.8357146820543631,0.5018124530583976,-47597.958070837674,2.276694585346755,-47595.68137625233,1.0
0.855563625794091,50.39192046485702,0.9294737143386597,0.5064699262154921,-47467.46503843297,2.244697798467762,-47465.22034063451,1.0
1.6297997474752506,49.71728418003358,1.552820279177006,0.5007396382099477,-44639.374668798315,1.2575618413837235,-44638.11710695693,1.0
0.8128218722643166,49.932515055256744,0.7986271497369728,0.5095297846542476,-47861.84950888826,2.4824306199766193,-47859.36707826829,1.0
1.3524318093361096,50.92861789952037,1.0408873735349395,0.5098644588116651,-46472.98193370275,1.7001275481345268,-46471.28180615461,1.0
0.9921550077561503,50.424664052072146,1.0118191818640199,0.5096589579447869,-47049.049182300056,1.9962259022006392,-47047.052956397856,1.0
0.8388013638601998,51.23514000624466,0.8747174592231285,0.5137916286597255,-47674.189404768105,2.335403660236687,-47671.854001107866,1.0
0.8411312856255029,49.75844646019828,0.9115848348233375,0.4929752391898115,-47514.27752474119,2.285865656476741,-47511.99165908471,1.0
