centre,intensity,sigma,log_likelihood,log_prior,log_posterior,weight
2.4253553329918742,0.0008606164209188044,22.12588095205134,-5571.75621889989,1161.9578428824168,-4409.798376017473,0.0
35.38201728955082,0.00014440401327525985,9.54761997877063,-5571.748259384305,6925.015290910381,1353.2670315260757,0.0
48.078734059544935,0.00013442355541538206,14.683320816626694,-5571.739180578568,7439.172375034281,1867.4331944557125,0.0
67.58423498702031,0.0002488839919768581,10.441404378187592,-5571.7356977563695,4017.9361961253926,-1553.799501630977,0.0
35.36414122270259,0.00028690261019822687,10.223548171068133,-5571.7108455795715,3485.503318736207,-2086.2075268433646,0.0
35.982705969995045,0.0004723973427608029,16.079659017884467,-5571.6672420259565,2116.8620343115417,-3454.805207714415,0.0
31.80895233983092,0.0009890306994396005,17.661150157570376,-5571.58234664649,1011.090960641176,-4560.491386005314,0.0
17.746089146996226,0.009903889886339917,1.3812237271697363,-5571.580067033819,100.97042793047048,-5470.609639103349,0.0
33.46231167214802,0.0009841935462948544,7.935238384349646,-5571.57335615228,1016.0603102556926,-4555.513045896588,0.0
43.112690352151404,0.0011050398352069185,21.406625370716696,-5571.506551769446,904.9447523425707,-4666.561799426875,0.0
77.5966701173048,0.004018653348389619,14.356514992836114,-5571.380228700663,248.8395771684877,-5322.540651532176,0.0
29.626484284604192,0.002602736391356797,18.319675820035705,-5571.303185773783,384.2110185729196,-5187.0921672008635,0.0
56.58878733315099,0.0021948439244450692,16.162107751107115,-5571.109778357758,455.61326200123034,-5115.4965163565275,0.0
69.42586986866876,0.003609893318491675,20.68776114910344,-5571.10552830375,277.0164965478345,-5294.089031755916,0.0
3.414613454115889,0.08768287936634332,15.87697536199145,-5570.861686649088,11.404734963389506,-5559.456951685699,0.0
4.755410812335681,0.054787595731032514,19.44344108561552,-5570.141428031312,18.25230668834743,-5551.889121342964,0.0
81.78169723281378,0.03767844923045039,13.99053432472655,-5569.372157871133,26.54037043519921,-5542.831787435934,0.0
28.57943347801607,0.019982733435416646,9.19741549303525,-5569.097019597161,50.04320371044121,-5519.05381588672,0.0
26.50045343863756,0.020100408759908053,24.59736673570217,-5568.617200309841,49.75023204476238,-5518.866968265079,0.0
68.88645870088877,0.03182965788171738,3.2022895254012114,-5568.08704056074,31.417239975249295,-5536.6698005854905,0.0
92.23075028956674,0.15980523893715515,15.807589047116288,-5567.9185470104885,6.257617126014617,-5561.660929884474,0.0
29.209545784609748,0.03129723688796778,7.463508780502373,-5567.817053408653,31.951702432378298,-5535.865350976274,0.0
83.69783722204397,0.266462918225792,8.793433544398777,-5567.577325523891,3.7528674033083758,-5563.824458120583,0.0
13.496383111613497,0.7524192426552954,10.338234155034382,-5567.462134410821,1.3290462860452499,-5566.133088124776,0.0
88.16618960097901,0.0589014134674116,22.562182739587353,-5567.368223173304,16.977521270406697,-5550.390701902897,0.0
95.71043713598783,0.6501768438978847,14.078157373020819,-5567.183059567616,1.5380430868698514,-5565.645016480746,0.0
74.7346510687939,0.1349181129197565,5.7353477641350095,-5564.834025584787,7.411903252714163,-5557.422122332073,0.0
65.26865962635556,0.031147980836922426,15.05084755307611,-5564.329418937994,32.10480978640556,-5532.224609151588,0.0
4.22490562680391,0.2909350298341387,19.910924793425437,-5563.09838210806,3.437193522451034,-5559.661188585609,0.0
76.65021256335247,0.07893401895641072,18.07971490960954,-5561.572782412358,12.668808876337897,-5548.90397353602,0.0
79.00670911042454,0.11404859717064944,16.406328976493956,-5560.194848797646,8.76819202347323,-5551.426656774172,0.0
75.21936680321741,0.08089078238933757,19.181260509085433,-5560.11973336654,12.36234797664428,-5547.757385389896,0.0
97.73013649648063,0.3284178033058588,23.014163506988172,-5558.982642720798,3.044901920462241,-5555.937740800336,0.0
71.81878899699142,0.08641955951971171,23.983684314321163,-5557.329864098797,11.571454489673798,-5545.758409609123,0.0
61.6816601700095,0.0521930655782563,2.5266904511038053,-5555.874038641021,19.159633352071225,-5536.71440528895,0.0
27.272600447976693,0.10932648724129732,24.6404607601599,-5554.1393611244375,9.146914212956228,-5544.992446911481,0.0
84.31740651968789,0.25209718753929516,18.166070386707457,-5553.144327138012,3.966724142228389,-5549.177602995784,0.0
39.744406931424294,0.06372605239912463,12.912797984519036,-5551.657888990121,15.692169251860586,-5535.96571973826,0.0
39.59764845960243,0.054690827211190576,4.861652439261113,-5551.400689854489,18.284601842617306,-5533.116088011872,0.0
96.08151387253618,0.5669626170260178,23.297820769122715,-5546.368878183904,1.763784718727073,-5544.605093465177,0.0
11.864395498138213,3.9518853053128917,14.2537519883825,-5546.006931456362,0.2530437810671291,-5545.753887675294,0.0
24.11790677437333,0.32276354689184755,10.260776948436778,-5545.204806247338,3.0982433104042033,-5542.106562936933,0.0
41.28027841449915,0.09957646758447454,18.948227827222937,-5545.091797302539,10.042533384222146,-5535.049263918317,0.0
36.49195136875769,0.11150091233604066,16.42554557216678,-5543.453719972425,8.968536481443373,-5534.485183490981,0.0
33.04079389682034,0.19021303250689917,3.3679263153145707,-5540.7310750033375,5.257263326390263,-5535.473811676948,0.0
55.88127207050788,0.07254411519262348,5.176737199513462,-5537.075468399432,13.784715649846168,-5523.290752749585,0.0
86.74204919703739,0.9267514132379479,15.045173737002779,-5537.017428559239,1.0790380092393181,-5535.93839055,0.0
33.05226170873025,0.21815152899769275,22.64208889876458,-5528.573828842087,4.583969704886076,-5523.989859137201,0.0
84.85893764304319,0.6263519523168531,21.26321804407867,-5518.673563954102,1.5965464724761156,-5517.077017481626,0.0
45.82576952393094,0.10608755579518132,3.3712172308036195,-5514.108873750312,9.426176260773289,-5504.682697489539,0.0
5.582556947589479,2.033868873201804,20.755533940350396,-5503.699013319001,0.49167378151854835,-5503.207339537483,0.0
79.19584641293534,0.6741043254541755,18.795811349216265,-5497.701948784464,1.4834499086269077,-5496.218498875836,0.0
68.02291838274957,0.4327497489591732,9.761462709535445,-5490.720851427094,2.3108043445551316,-5488.410047082539,0.0
5.43345183063082,2.3982651659397836,21.189443308979694,-5489.90452387264,0.41696807100483413,-5489.487555801636,0.0
46.24214792117124,0.1466408996379244,1.4570685928225995,-5489.079923490164,6.819379876072303,-5482.260543614092,0.0
29.23252468258333,0.48790871938577945,18.358810559068868,-5484.067382383341,2.049563699658584,-5482.017818683683,0.0
61.19205619944695,0.27873360238447026,2.9097627301268663,-5483.169623092358,3.587654991882369,-5479.581968100476,0.0
75.30931698446683,0.6558045598296055,17.865333507181504,-5481.881072568171,1.5248445363963696,-5480.356228031774,0.0
78.26611725490736,0.987320433235385,14.883987932234923,-5479.952160903732,1.0128424028692133,-5478.939318500863,0.0
41.026493275223565,0.316428078028883,14.435303450884973,-5473.150076690224,3.1602758081055047,-5469.989800882118,0.0
29.561519904831602,3.0517741568160814,4.197088461414101,-5472.190940347768,0.32767824505182286,-5471.863262102716,0.0
53.98773447551467,0.21928600852373523,6.23046994925723,-5463.545440597201,4.5602544673604255,-5458.985186129841,0.0
66.3837136905823,0.7382975301939526,3.3124391489397107,-5460.91080751663,1.3544674864851538,-5459.556340030144,0.0
69.18009569719028,19.4553375568205,10.182541982181032,-5456.562767126762,0.05139977638935531,-5456.511367350373,0.0
20.83370567960894,1.2388469124029655,16.453276910851248,-5454.265088787564,0.8072022378134849,-5453.457886549751,0.0
9.011669989310267,3.6117234706286903,19.993506807370835,-5438.036638561326,0.2768761252438661,-5437.759762436082,0.0
28.78043088404475,2.4323839202164996,5.667509348631786,-5422.118526013742,0.41111931043804667,-5421.707406703304,0.0
65.23361927610529,0.7291371728872615,16.713197609080648,-5403.806497575159,1.3714840460542792,-5402.435013529104,0.0
31.915848142280765,0.9799034368774178,9.312476120434765,-5390.810427288731,1.0205087178657342,-5389.789918570866,0.0
44.66003744767695,0.61606501200779,17.3723091656737,-5388.237102432834,1.6232053119539198,-5386.61389712088,0.0
1.8200697284194267,12.752155021640267,24.284038495329856,-5367.856754735013,0.07841811821633371,-5367.778336616797,0.0
35.664490517957546,0.8284960774052056,6.621063578184783,-5363.748764708972,1.2070063181613766,-5362.54175839081,0.0
68.71531274568194,1.1010024275922117,19.87111345154883,-5361.896671435617,0.9082632108149894,-5360.988408224802,0.0
18.822788572000036,2.4577864588212353,18.84112004283451,-5355.643502468713,0.40687017230927547,-5355.236632296404,0.0
20.386894382561792,14.972374186007585,15.995510147709933,-5348.794605056052,0.06678967460848988,-5348.727815381444,0.0
53.18055395102349,0.80617888880491,19.150995771756683,-5344.765665786213,1.2404194824332513,-5343.52524630378,0.0
78.04178128468153,1.914091919325507,21.729372305919636,-5337.021886493236,0.5224409496239777,-5336.499445543612,0.0
34.26847420799114,1.1758737270966824,19.997712969134724,-5321.59475608246,0.850431451061563,-5320.744324631398,0.0
29.379672373807676,1.6222681786256434,24.36921652325892,-5299.521341374215,0.6164208933982679,-5298.904920480817,0.0
11.172167283094103,9.951592957214752,20.658844714475226,-5284.797309582207,0.10048642506775916,-5284.696823157139,0.0
33.318868777489065,1.410091173072724,16.50946710447536,-5267.332267306162,0.7091740017213951,-5266.623093304441,0.0
70.0671253371024,2.1242516827820177,10.907147861170404,-5256.696653579056,0.47075401097969427,-5256.225899568077,0.0
23.02018833515076,2.63309538431406,20.164591468215807,-5248.020528883041,0.37978115261498857,-5247.6407477304265,0.0
55.13800198927451,0.9121720171896149,10.833860056237024,-5217.057697446216,1.0962844520060826,-5215.961412994209,0.0
71.8714214470748,5.767586073741828,8.842780787543292,-5212.1577421741085,0.1733827613865555,-5211.984359412722,0.0
73.14483578728272,2.375397730101573,19.92764393699336,-5211.763074247187,0.42098213167747683,-5211.34209211551,0.0
35.6289069661599,1.571712115562587,16.204154296011335,-5195.936631341609,0.6362488334207786,-5195.300382508189,0.0
49.07623803458101,0.8188766316663881,0.6708236957373465,-5174.490375099048,1.2211851716479338,-5173.2691899274,0.0
76.84227724440885,3.5351688778879073,19.003558024001997,-5162.504429503273,0.28287191773351766,-5162.22155758554,0.0
52.522046029902924,1.101653171159401,10.371329251766568,-5113.4761133699285,0.9077267021775834,-5112.568386667751,0.0
88.88333502958842,17.5326215559537,23.444814062329446,-5107.253821101858,0.05703653596859972,-5107.196784565889,0.0
77.85221394005238,14.936786844689049,16.201983447289134,-5096.814390060692,0.06694880300548453,-5096.747441257687,0.0
26.9200261479855,3.576186787285478,17.030313270961038,-5067.375802137552,0.27962745222238655,-5067.096174685329,0.0
19.52079062468206,11.702880686380999,17.76949171036079,-5063.494903063379,0.08544904684568225,-5063.409454016533,0.0
47.292907591285804,1.0191147039921122,6.374958657117063,-5062.696034620453,0.981243814933456,-5061.714790805519,0.0
28.11013646787576,14.38495702180784,11.45792048897273,-5046.719032152432,0.06951706553477935,-5046.649515086898,0.0
36.35291637999525,2.458835449419517,3.800058357777764,-5043.132430923332,0.40669659298920574,-5042.725734330343,0.0
29.365167892280397,6.890298126413189,9.738385477612368,-4951.338948890799,0.14513160122442476,-4951.193817289574,0.0
49.21284804602032,2.2313461707216375,18.594440145021444,-4936.339613104857,0.4481599552419923,-4935.891453149615,0.0
71.00194502283912,4.031432912992881,22.392195093394918,-4927.817564849566,0.248050760506793,-4927.569514089059,0.0
37.19446857051314,2.4353404997122885,12.91428335428865,-4921.472244966667,0.4106201987435187,-4921.061624767924,0.0
33.253234621428426,3.472547371547725,20.672423364192163,-4900.013372563242,0.2879730333395846,-4899.7253995299025,0.0
53.41511743435551,2.296339507037808,16.66212281232323,-4874.656144152582,0.4354756763689367,-4874.220668476213,0.0
39.19053922274611,2.3160931773116333,5.503879830475772,-4825.506426828985,0.4317615585573001,-4825.074665270428,0.0
23.39991205348646,26.627183318482636,20.66336290787623,-4776.491265449066,0.03755560578973719,-4776.453709843277,0.0
22.012888590510016,23.310851596301625,20.6834874595386,-4762.690427901039,0.04289847566781536,-4762.6475294253705,0.0
66.33622300883714,6.0880793335582455,7.551907744912229,-4733.2717895587575,0.16425541541285055,-4733.107534143344,0.0
42.28294321067464,3.721031743969453,22.48676175709139,-4728.399538731855,0.26874266837972166,-4728.130796063475,0.0
61.46293106699622,4.188195754218507,21.540518475286223,-4667.732339267069,0.23876629906631341,-4667.493572968003,0.0
38.980919672539805,3.0569194642874247,10.938326839272625,-4659.296062212543,0.32712670768155233,-4658.968935504861,0.0
63.6638494339557,4.738622249431967,21.412027968968882,-4609.968574620455,0.21103180362601662,-4609.757542816829,0.0
58.811730024138896,4.0874353244601895,1.9688494210141239,-4609.348127530878,0.24465218911618272,-4609.103475341762,0.0
23.86742219718935,8.401777218444058,24.74094540353042,-4597.529385782043,0.1190224370392425,-4597.410363345004,0.0
48.23300906757368,3.818165653564421,19.5260401973626,-4555.066030491245,0.26190587070690796,-4554.8041246205385,0.0
27.90262856735126,39.042907503433,23.32105254955249,-4554.526150989559,0.025612846581983453,-4554.500538142977,0.0
18.555692205094132,15.705179435866294,24.584575380654996,-4532.173047123761,0.06367326168310285,-4532.1093738620775,0.0
67.37414044970281,6.037599867120421,13.080645999889265,-4521.364977893169,0.1656287302916185,-4521.199349162878,0.0
23.8289164353786,11.416753270010094,22.23236365039781,-4429.026621437361,0.08759057644057468,-4428.939030860921,0.0
30.751140454517834,7.144817913901971,19.881575043052557,-4418.754092224187,0.13996157943427195,-4418.614130644753,0.0
71.06748924268679,17.000664161398653,14.49502318262006,-4415.956761195179,0.058821231365217996,-4415.897939963814,0.0
74.39477879988934,9.908248107742438,23.622543894329393,-4393.044379463087,0.1009260152880696,-4392.9434534478,0.0
37.40630919465321,4.660783186353727,13.265926391999741,-4390.933740375335,0.21455621512879913,-4390.719184160206,0.0
35.55370211916385,5.904354049091615,16.296023099027217,-4304.93393500004,0.1693665372512426,-4304.764568462789,0.0
51.22859064972607,4.52522119364592,17.34236325886193,-4268.634949990123,0.22098367288744866,-4268.4139663172355,0.0
61.09219940867771,4.842482241347224,12.450554955758966,-4263.621571652463,0.2065056617991418,-4263.415065990664,0.0
30.403500118645688,23.135920768605985,15.24509339066359,-4196.068380836998,0.043222831284801866,-4196.025158005713,0.0
31.225369480883813,9.06680896093336,18.251640116845582,-4154.989845986027,0.11029238669401252,-4154.879553599333,0.0
57.741580026152114,4.450741971567523,3.396863151913665,-4087.4594451086195,0.22468163878927502,-4087.2347634698303,0.0
50.35381529353315,6.973722307341202,23.52099395215917,-4054.3415646237627,0.14339544305446536,-4054.198169180708,0.0
68.41354355480502,12.710868746907812,14.186900039837813,-4000.541558340231,0.07867282873511468,-4000.4628855114956,0.0
50.131683898516634,4.456085008859015,12.2037748355257,-3952.4387866562133,0.22441223585544906,-3952.2143744203577,0.0
55.52225307546321,6.031376221924042,17.12575108907575,-3937.7992217808296,0.1657996389555342,-3937.6334221418742,0.0
54.89825029676451,4.161748090600244,8.41805215884565,-3913.6901652604074,0.24028364481228637,-3913.449881615595,0.0
45.050889887499615,54.87422313984487,19.912857680134188,-3893.8000344912484,0.018223492612397228,-3893.781810998636,0.0
52.04538011597548,6.190771645723693,17.272702763614262,-3843.540212352157,0.16153075209788348,-3843.3786816000593,0.0
34.263927665242086,31.996126630029433,15.468128685696012,-3833.098723640312,0.03125378304577238,-3833.067469857266,0.0
60.29995532612191,7.591229113410755,17.22441830171875,-3795.5449551379525,0.1317309733457245,-3795.4132241646066,0.0
70.27956993562026,14.603307693981039,24.91943425773289,-3754.477349281343,0.06847763677623284,-3754.4088716445667,0.0
65.4512943899336,24.671548858547048,13.051057594343812,-3725.3324603143233,0.040532518073082655,-3725.29192779625,0.0
30.04648196918509,18.275518151322657,18.562802117195904,-3687.0193621369904,0.054718010822999666,-3686.9646441261675,0.0
70.66839238644222,16.43346701515809,24.09384420515859,-3662.577472843324,0.06085143196366345,-3662.51662141136,0.0
37.841946476199276,9.356590758586563,17.756981679297702,-3600.9082470961935,0.10687653503305121,-3600.8013705611606,0.0
66.61568870446888,13.075101688356561,16.76023112370812,-3582.298453563825,0.07648124074556947,-3582.2219723230796,0.0
49.22182779772122,4.445565267392824,7.062920330667363,-3558.55502540975,0.22494327264403582,-3558.3300821371063,0.0
30.94983067249,17.21724036080985,22.62679793068432,-3480.6587336163707,0.058081317275224635,-3480.6006522990956,0.0
55.12730440405935,16.114176878038474,3.678306929263664,-3416.5169540352535,0.062057156724081255,-3416.4548968785293,0.0
63.85111998269236,40.9920601592581,21.78667288733615,-3315.038338785462,0.02439496810150316,-3315.0139438173605,0.0
43.16689411445587,11.793844562261132,23.4672807720773,-3312.4993489496856,0.08478999317999139,-3312.4145589565055,0.0
31.517244825832247,19.827221189623344,23.026562509392768,-3294.261516613732,0.050435711108289545,-3294.211080902624,0.0
65.63233815401074,19.03877532076509,14.890721464777954,-3226.1400422122083,0.05252438684484744,-3226.0875178253636,0.0
60.15478146755285,11.717539288730363,6.752596682364864,-3173.1581924807424,0.08534215037467595,-3173.0728503303676,0.0
31.77538035022386,25.61630981216557,22.73689300009618,-3157.7080300929156,0.0390376290469865,-3157.6689924638686,0.0
65.45601572358278,20.23060725038555,15.126247942018761,-3155.69056086644,0.049430053563070495,-3155.6411308128772,0.0
32.14477674407495,24.190040987798486,21.421501318627108,-3151.140522127779,0.04133932639900868,-3151.0991828013803,0.0
58.416115432747326,47.513444203608316,20.617033720440997,-3144.9911589942076,0.021046674615183062,-3144.9701123195923,0.0
41.74328053051284,12.591733147251093,4.530051859061837,-3144.4566783011514,0.07941718493441155,-3144.377261116217,0.0
50.40894854981307,7.08329489401314,11.858237213981063,-3096.4421957691934,0.14117723671863616,-3096.3010185324747,0.0
34.63855346299515,33.919382885049515,21.349313314731212,-3021.559594444584,0.02948166844275829,-3021.5301127761413,0.0
36.85815366074335,15.677398962797431,21.182319721567467,-3021.2498141789733,0.06378609119873815,-3021.1860280877745,0.0
57.816176522159644,29.31551512224016,8.421885286012714,-2981.6944123711914,0.03411162982571478,-2981.6603007413655,0.0
65.70728131870715,23.53850201955523,18.027709405721158,-2976.965401359298,0.04248358706808206,-2976.92291777223,0.0
52.781626608111466,42.818274479592446,10.497979696395479,-2927.4064757342717,0.023354514215107116,-2927.3831212200566,0.0
41.55386611353878,10.089029334153736,5.508093129528824,-2923.1936499485796,0.09911756293687887,-2923.0945323856427,0.0
52.38147704568266,7.3836690617095115,10.50164736831275,-2902.4899814327687,0.1354340222513269,-2902.354547410517,0.0
40.475231241307796,12.967343693467292,6.447883329665221,-2833.246562661611,0.07711679613333465,-2833.1694458654774,0.0
57.427196829341064,13.34489272431144,4.934949082599529,-2828.846897216467,0.07493503474765453,-2828.771962181719,0.0
46.33981464030035,6.69062747045417,6.268747739917605,-2816.948079739888,0.1494628126309532,-2816.7986169272567,0.0
43.84059322509037,10.84108558760364,16.057556356980434,-2814.7419914834936,0.09224168483121849,-2814.6497497986625,0.0
36.29342650412441,17.286332371460592,17.224380822073893,-2810.1662528705424,0.05784917115506706,-2810.1084036993875,0.0
54.29983125623979,11.543158883502596,17.58688187517218,-2765.035772427127,0.08663139874382161,-2764.949141028383,0.0
65.06469766425231,27.7556536025182,21.60599875350587,-2754.0145105637907,0.03602869578647835,-2753.978481868004,0.0
44.58563763271323,10.16990909582608,13.546510589158,-2650.0664850599183,0.09832929582531064,-2649.968155764093,0.0
63.09353406877185,34.36279396842615,21.8707132273304,-2634.7175746184025,0.029101242492645917,-2634.68847337591,0.0
35.943776102747826,28.081915296578764,19.259846445816745,-2612.918526568454,0.035610106698164945,-2612.882916461756,0.0
37.726322361309016,23.425841272960646,24.702174977711664,-2581.686055262175,0.0426879012944672,-2581.643367360881,0.0
60.420801056580245,14.709803587715253,14.27445514292421,-2531.45556796101,0.06798187304384812,-2531.387586087966,0.0
40.606021722004726,17.17305120619577,20.62146438159302,-2528.679775167603,0.058230770291956946,-2528.621544397311,0.0
61.040837616632835,16.27433013052479,15.972371095610342,-2519.5484378597225,0.06144646151206923,-2519.4869913982106,0.0
45.36869349047753,12.864834352526788,17.255071199088405,-2491.7514971387545,0.07773127679670352,-2491.6737658619577,0.0
45.43950572582892,10.535087977943837,13.238510248216832,-2480.3155403364594,0.09492089692023369,-2480.2206194395394,0.0
49.916059399466214,14.92276676082443,20.61594147398303,-2462.7855832479136,0.06701170205415403,-2462.7185715458595,0.0
41.912365081812666,16.66377796685347,6.1288031051566705,-2457.8510365418065,0.06001040112207067,-2457.7910261406846,0.0
49.25614052313293,13.045615912327575,17.96835513133169,-2449.790474886554,0.07665410408526904,-2449.7138207824687,0.0
59.65861979898541,22.264182064458286,24.539008049241453,-2445.1519170822653,0.044915191454365753,-2445.107001890811,0.0
62.68648442160028,24.233456420359925,16.30967598112866,-2439.558176139487,0.04126526495658466,-2439.5169108745304,0.0
41.440131654388914,41.02914933076331,23.15824797647065,-2375.80612683098,0.024372915751636325,-2375.7817539152284,0.0
54.33420128454883,13.465537030969639,17.06832482237536,-2369.0624032516457,0.0742636552630676,-2368.9881395963826,0.0
38.4680730769434,27.339850173428687,23.910529773237084,-2348.1481080411368,0.03657664521409446,-2348.1115313959226,0.0
55.48268861104751,11.127359058507816,11.626973601013308,-2283.3053568759524,0.08986858379800503,-2283.2154882921545,0.0
58.57718036314225,13.418599267685876,9.702480340253928,-2281.9109121764614,0.07452342677884116,-2281.8363887496826,0.0
55.951670816229814,42.49125619760694,24.34932062218239,-2278.3680133172434,0.023534253620308806,-2278.344479063623,0.0
44.08167393801621,19.06995824644454,22.103604915048304,-2260.691611965282,0.05243849971126408,-2260.639173465571,0.0
41.677842422662934,40.16041607578892,22.02269820977524,-2245.3208203914733,0.024900140429642094,-2245.2959202510438,0.0
61.555971394211205,22.49095252470292,15.68631757630138,-2230.9023628889763,0.04446232318980936,-2230.8579005657866,0.0
53.23155085209035,9.023230675054187,6.262961906902683,-2149.7540486850594,0.11082505102796729,-2149.6432236340315,0.0
48.48651669370512,13.75082732022334,16.533446816507357,-2148.768040853535,0.07272289708193048,-2148.695317956453,0.0
59.6169782390711,23.824102449304586,21.621425799659786,-2143.6671123467854,0.041974299016212864,-2143.6251380477693,0.0
40.67516611123595,15.289423114175774,12.222732948931064,-2139.8306673923735,0.06540469136947606,-2139.765262701004,0.0
60.50118485836477,19.86545377776209,14.68296920295063,-2117.422008056484,0.05033864371723671,-2117.371669412767,0.0
47.21143796750274,43.407527882323556,23.449643158058244,-2089.8244607789998,0.023037478722837398,-2089.801423300277,0.0
